advisory_generated_at,current_date,mango_stage,water_stress_level,kc,et0_mm_day,etc_mm_day,root_zone_depletion_mm,ks,last_irrigation_date,days_since_last_irrigation,forecast_resolution,rain_next_6h_mm,rain_next_12h_mm,rain_next_24h_mm,rain_probability_next_24h,advisory_action,advisory_priority,advisory_reason,advisory_limitations
2026-08-22T03:22:04,2026-08-17,Rest / vegetative phase,High,0.6,4.5999,2.7599,132.374,0.2545,2026-08-21,1,daily,,,0.8,,Irrigate now or apply partial irrigation,High,"High water stress (Ks=0.255) with very low forecast rain (0.8 mm in the next 24 hours, below 2 mm threshold). Immediate irrigation is recommended. Note: irrigation was recorded 1 day(s) ago — FAO-56 balance already reflects this water input.",FAO-56 status is from the interpolated-Kc water balance (smoothed Kc transitions between mango growth stages). Kc values are not field-calibrated for this specific orchard or cultivar. | No soil-moisture sensor validation — depletion estimates carry model uncertainty. | Irrigation events are recorded manually in data/manual/muthukur_irrigation_events.csv and applied in the FAO-56 water balance. Unrecorded irrigation is not tracked. | FAO-56 status is 5 day(s) old (last date: 2026-08-17). Re-run `python main.py` to fetch fresh data and refresh the advisory before acting on it. | Forecast is at daily resolution — 6-hour and 12-hour rainfall totals are not computable. Decision thresholds are applied to the next-24-hour total. | Rain probability is not provided in the current Open-Meteo daily output and has been omitted from this advisory.
