date,image_id,cloud_percentage,ndvi_mean,ndwi_mean,ndmi_mean,ndre_mean,latitude,longitude,buffer_m
2026-03-03,20260303T050649_20260303T052248_T43PHQ,0.002933,0.3192845165427292,-0.4211114310881209,-0.15375767111788527,0.20112528856545941,13.294219,78.624294,500
2026-03-08,20260308T050651_20260308T052354_T43PHQ,0.240185,0.30601958173857524,-0.40827074161040056,-0.15855171842647223,0.17775513440515797,13.294219,78.624294,500
2026-03-08,20260308T050651_20260308T052354_T44PKV,0.06205,0.313990861565199,-0.426769178151592,-0.16243662950329973,0.17962382624020418,13.294219,78.624294,500
2026-03-10,20260310T051241_20260310T051808_T43PHQ,4.388516,0.24683140055665112,-0.3228115569343004,-0.11004310857134104,0.15018593269711417,13.294219,78.624294,500
2026-03-10,20260310T051241_20260310T051808_T44PKV,13.252683,0.24461179236819589,-0.31977920789316716,-0.10682551953102538,0.1444818246743891,13.294219,78.624294,500
2026-03-13,20260313T050649_20260313T052208_T44PKV,3.09143,0.30366879330351076,-0.4006685989711115,-0.16701812469222482,0.1917976954228004,13.294219,78.624294,500
2026-03-13,20260313T050649_20260313T052208_T43PHQ,4.330301,0.2986438424653398,-0.3899449827183348,-0.16637005042494135,0.190044007322749,13.294219,78.624294,500
2026-03-20,20260320T051241_20260320T051809_T44PKV,5.577526,0.31489765338818193,-0.4228144801522666,-0.17414308314063517,0.18122485720093878,13.294219,78.624294,500
2026-03-20,20260320T051241_20260320T051809_T43PHQ,10.846023,0.3175050158025001,-0.42931019494449124,-0.17448783269050172,0.18216395773023938,13.294219,78.624294,500
2026-03-23,20260323T050649_20260323T051951_T44PKV,0.228997,0.31070593865758867,-0.4083101771972774,-0.17048381280185232,0.19396642144756776,13.294219,78.624294,500
2026-03-23,20260323T050649_20260323T051951_T43PHQ,0.238135,0.3135455947142592,-0.41622086970863237,-0.16996553061162553,0.1959888558158528,13.294219,78.624294,500
2026-03-28,20260328T050651_20260328T051818_T44PKV,0.342736,0.30037286770662536,-0.41070998989104196,-0.18664443201087216,0.16842816168000999,13.294219,78.624294,500
2026-03-28,20260328T050651_20260328T051818_T43PHQ,1.162212,0.301780233077881,-0.4149530078169744,-0.184263623566479,0.17041640244721468,13.294219,78.624294,500
2026-04-02,20260402T050649_20260402T052206_T44PKV,0.221721,0.3043695197457352,-0.4146338254064741,-0.16007397244590396,0.19606673259123733,13.294219,78.624294,500
2026-04-02,20260402T050649_20260402T052206_T43PHQ,5.589427,0.30627883229985825,-0.42001583278398696,-0.16111190679966744,0.1961362486902627,13.294219,78.624294,500
2026-04-07,20260407T050651_20260407T051515_T43PHQ,1.7e-05,0.29891861405113745,-0.4223047661339876,-0.1645783915159831,0.1756444980157408,13.294219,78.624294,500
2026-04-07,20260407T050651_20260407T051515_T44PKV,5.948159,0.3008013248292369,-0.4280703636590684,-0.16604266968747128,0.17505515228645907,13.294219,78.624294,500
2026-04-12,20260412T050649_20260412T052422_T44PKV,0.012734,0.2822317323433322,-0.39124101054255006,-0.16908423461091357,0.17424638902497197,13.294219,78.624294,500
2026-04-12,20260412T050649_20260412T052422_T43PHQ,0.024496,0.2852904050083419,-0.39805972676845824,-0.16728427461903925,0.1767621638706822,13.294219,78.624294,500
2026-04-22,20260422T050649_20260422T052413_T44PKV,2.944383,0.27662382707008226,-0.3884308452057478,-0.1664929941998876,0.1710671987876507,13.294219,78.624294,500
2026-04-22,20260422T050649_20260422T052413_T43PHQ,0.225742,0.2781182816200977,-0.3936652232296256,-0.16762114332869302,0.17102474534141715,13.294219,78.624294,500
2026-04-27,20260427T050651_20260427T051531_T44PKV,0.004721,0.2707945906895987,-0.3949322922266517,-0.17206661357897757,0.151348523821577,13.294219,78.624294,500
2026-04-27,20260427T050651_20260427T051531_T43PHQ,0.000677,0.26669009270441146,-0.3822391883396395,-0.1701289839191536,0.15096228366436582,13.294219,78.624294,500
2026-04-29,20260429T051241_20260429T051803_T44PKV,8.349166,0.1832705498761639,-0.23582255436347413,-0.11001505074961065,0.09646270667555898,13.294219,78.624294,500
2026-04-29,20260429T051241_20260429T051803_T43PHQ,6.438807,0.1865278566951465,-0.2435661958260051,-0.10929174608506408,0.09975199466914993,13.294219,78.624294,500
2026-05-12,20260512T050649_20260512T052201_T43PHQ,1.554089,0.3228891761502279,-0.40350795310099835,-0.15199904159549968,0.20120129446761714,13.294219,78.624294,500
2026-05-12,20260512T050649_20260512T052201_T44PKV,7.254787,0.32046682130887244,-0.3987689558535079,-0.15295578569075616,0.1998297084745893,13.294219,78.624294,500
2026-05-19,20260519T051241_20260519T051803_T43PHQ,18.860003,0.3781013439585328,-0.4210888837997578,-0.0938351362739938,0.22341621467475253,13.294219,78.624294,500
2026-06-16,20260616T050651_20260616T051534_T44PKV,17.612861,0.31260345438024983,-0.39835127682568966,-0.12258259902481736,0.17348580338866437,13.294219,78.624294,500
2026-06-16,20260616T050651_20260616T051534_T43PHQ,14.547968,0.3105708672401068,-0.39381052224123736,-0.12310201422909559,0.17228765133413784,13.294219,78.624294,500
