date,et0_mm,etc_mm,rainfall_mm,root_zone_depletion_mm,taw_mm,raw_mm,water_stress_coefficient_ks,water_stress_level
2025-08-25,4.514377940068721,3.385783455051541,0.0,77.91671132525634,151.67763494145714,75.83881747072857,0.9726011833540288,Low
2025-08-26,4.8320693396765,3.6240520047573748,0.11,81.43076333001372,151.67763494145714,75.83881747072857,0.9262653869643542,Low
2025-08-27,3.896920795490456,2.922690596617842,2.3,82.05345392663156,151.67763494145714,75.83881747072857,0.9180546761781768,Low
2025-08-28,4.56099862689899,3.420748970174243,3.98,81.4942028968058,151.67763494145714,75.83881747072857,0.9254288817430463,Low
2025-08-29,4.529708312957713,3.3972812347182852,0.62,84.27148413152409,151.67763494145714,75.83881747072857,0.8888080412903291,Medium
2025-08-30,4.555219464391882,3.416414598293912,3.52,84.167898729818,151.67763494145714,75.83881747072857,0.8901739038546559,Medium
2025-08-31,4.573155000242516,3.4298662501818873,3.01,84.58776497999989,151.67763494145714,75.83881747072857,0.8846376064256521,Medium
2025-09-01,4.013062088489651,3.009796566367238,3.02,84.57756154636714,151.67763494145714,75.83881747072857,0.8847721474690524,Medium
2025-09-02,4.014422952559622,3.0108172144197165,8.1,79.48837876078686,151.67763494145714,75.83881747072857,0.9518773971987775,Low
2025-09-03,4.190999927623266,3.143249945717449,3.3,79.3316287065043,151.67763494145714,75.83881747072857,0.9539442814080817,Low
2025-09-04,4.846888482242267,3.6351663616817005,0.23,82.736795068186,151.67763494145714,75.83881747072857,0.9090442358213215,Low
2025-09-05,4.698617207730979,3.523962905798234,0.08,86.18075797398423,151.67763494145714,75.83881747072857,0.8636326244505681,Medium
2025-09-06,4.875168011507224,3.656376008630418,2.22,87.61713398261465,151.67763494145714,75.83881747072857,0.8446927720565772,Medium
2025-09-07,4.739661724393143,3.554746293294857,2.47,88.7018802759095,151.67763494145714,75.83881747072857,0.8303894597229753,Medium
2025-09-08,4.982307852432855,3.736730889324641,0.54,91.89861116523414,151.67763494145714,75.83881747072857,0.7882378150120266,Medium
2025-09-09,4.380795373985021,3.2855965304887658,0.1,95.08420769572291,151.67763494145714,75.83881747072857,0.746232986393512,Medium
2025-09-10,4.005405608546842,3.0040542064101317,12.38,85.70826190213305,151.67763494145714,75.83881747072857,0.8698628913192934,Medium
2025-09-11,3.2618206995592796,2.4463655246694596,6.57,81.58462742680251,151.67763494145714,75.83881747072857,0.9242365565853972,Low
2025-09-12,3.543943567407998,2.6579576755559984,0.5,83.7425851023585,151.67763494145714,75.83881747072857,0.8957820296356738,Medium
2025-09-13,2.8735989758250624,2.1551992318687967,2.46,83.4377843342273,151.67763494145714,75.83881747072857,0.8998010897726393,Medium
2025-09-14,3.9544483085363495,2.965836231402262,0.43,85.97362056562956,151.67763494145714,75.83881747072857,0.866363909236682,Medium
2025-09-15,4.230681377292906,3.1730110329696792,8.02,81.12663159859925,151.67763494145714,75.83881747072857,0.9302756252771003,Low
2025-09-16,3.546153936291748,2.659615452218811,23.42,60.36624705081805,151.67763494145714,75.83881747072857,1.0,Low
2025-09-17,2.976995345646898,2.2327465092351733,18.87,43.728993560053226,151.67763494145714,75.83881747072857,1.0,Low
2025-09-18,3.3685181492799288,2.5263886119599466,18.19,28.065382172013173,151.67763494145714,75.83881747072857,1.0,Low
2025-09-19,3.6489995384256666,2.73674965381925,23.71,7.092131825832422,151.67763494145714,75.83881747072857,1.0,Low
2025-09-20,3.278035463513479,2.4585265976351094,1.1,8.45065842346753,151.67763494145714,75.83881747072857,1.0,Low
2025-09-21,3.409568862071783,2.5571766465538373,6.68,4.327835070021368,151.67763494145714,75.83881747072857,1.0,Low
2025-09-22,3.5049845011343153,2.6287383758507366,3.25,3.7065734458721042,151.67763494145714,75.83881747072857,1.0,Low
2025-09-23,3.3081856182821943,2.4811392137116455,0.33,5.85771265958375,151.67763494145714,75.83881747072857,1.0,Low
2025-09-24,3.4215875839737606,2.5661906879803205,0.46,7.96390334756407,151.67763494145714,75.83881747072857,1.0,Low
2025-09-25,4.035248333855747,3.02643625039181,2.13,8.86033959795588,151.67763494145714,75.83881747072857,1.0,Low
2025-09-26,3.7597873461916476,2.819840509643736,0.74,10.940180107599616,151.67763494145714,75.83881747072857,1.0,Low
2025-09-27,3.937211000278019,2.952908250208514,0.56,13.33308835780813,151.67763494145714,75.83881747072857,1.0,Low
2025-09-28,4.18510725018741,3.138830437640557,0.45,16.021918795448688,151.67763494145714,75.83881747072857,1.0,Low
